config,de,dr,run,AoA,AoS,V,Re,rpsM2,J,CL,CD,CM25c,CYaw,CMroll,CMyaw,matchSourceRow,matchSameVnom,dAoA_match,dAoS_match,dV_match,matchScore,AoA_on,AoS_on,V_on,Re_on,rpsM2_on,J_on
de0dr0,0,0,11,0.005,0,39.9986296674582,NaN,NaN,NaN,0.236088766027181,0.0538403469710809,-0.0239913055928384,0.0111408626893382,-0.00570802850904732,-0.00315563315452305,2065,1,0.001,0,-0.0411153090131933,0.00134258313545088,0.004,0,40.0397449764714,457211.15317335,89.48,2.20212325723556
de0dr0,0,0,12,-5.002,0,39.9874058902535,NaN,NaN,NaN,-0.338797176600019,0.061125941577658,0.15802861841028,0.00984885987305302,-0.00611394053663298,-0.00208173952951975,211,1,-1.002,0,-0.0479143977171006,1.00514852743662,-4,0,40.0353202879706,456778.803663259,89.48,2.20187990629865
de0dr0,0,0,13,-5.002,0,39.9874058902535,NaN,NaN,NaN,-0.338797176600019,0.061125941577658,0.15802861841028,0.00984885987305302,-0.00611394053663298,-0.00208173952951975,211,1,-1.002,0,-0.0294651744766696,1.00514852743662,-4,0,40.0168710647302,456235.1006671,103.6,1.90090174318672
de0dr0,0,0,14,0.005,0,39.9986296674582,NaN,NaN,NaN,0.236088766027181,0.0538403469710809,-0.0239913055928384,0.0111408626893382,-0.00570802850904732,-0.00315563315452305,2065,1,0.001,0,1.52273705763675,0.00134258313545088,0.004,0,38.4758926098214,472868.554528238,103.6,1.82770140160052
de0dr0,0,0,15,8,0,39.9875154796463,NaN,NaN,NaN,1.02157022821759,0.0934716681152372,-0.321817254382517,0.00784827844164683,-0.00339885163961007,-0.00271291235992582,217,1,0.00399999999999956,0,-0.0558961062327512,0.00712113008841619,7.996,0,40.0434115858791,456095.26421022,103.6,1.90216248450844
de0dr0,0,0,16,8,0,39.9875154796463,NaN,NaN,NaN,1.02157022821759,0.0934716681152372,-0.321817254382517,0.00784827844164683,-0.00339885163961007,-0.00271291235992582,217,1,0.00399999999999956,0,-0.0405661124601338,0.00712113008841619,7.996,0,40.0280815921065,456009.478767575,123,1.60153325619785
de0dr0,0,0,17,-5.002,0,39.9874058902535,NaN,NaN,NaN,-0.338797176600019,0.061125941577658,0.15802861841028,0.00984885987305302,-0.00611394053663298,-0.00208173952951975,211,1,-1.006,0,0.0100770051897356,1.00914852743662,-3.996,0,39.9773288850638,455052.67487677,123,1.59950262807534
de0dr0,0,0,18,-0.005,0,39.9975649048362,NaN,NaN,NaN,0.236931801536353,0.0531916809953457,-0.0278840766097897,0.0112044657808408,-0.00508731830833189,-0.00296724639513949,212,1,-0.001,0,-0.0301826292473564,0.00160877379095636,-0.004,0,40.0277475340835,455341.17141666,123.01,1.60138969617106
de5dr0,5,0,19,-0.006,0,39.9926081209067,NaN,NaN,NaN,0.282632208720854,0.0541244828690371,-0.174061440481016,0.0111000641004775,-0.00505831972486163,-0.00277545366151075,228,1,-0.002,0,0.00248640646375975,0.00384796977333335,-0.004,0,39.9901217144429,455303.983412896,123,1.60001447228262
de5dr0,5,0,20,8,0,39.9858683972304,NaN,NaN,NaN,1.06332902228268,0.0989249414615149,-0.466046338776036,0.00629946031483466,-0.00257224019868977,-0.00235692858551647,233,1,0,0,-0.0104901145452203,0.00353290069240764,8,0,39.9963585117756,455397.72315873,123,1.60026400805709
